30s,Hydrochloric Acid,Luxury Brown Shearing,Red Football Boots,Comma Hairstyle,Millitary Backpack,Mart Cashier,Night,Inside Taxi,Slip and Crash,Bullet
30s,Wooden Baseball Bat,Yellow Short Cardigan,Black Converse,Long Curly Hair,Engagement Ring,Athletic Trainer,Early Morning,University Hospital,Hazy Music,Black Hair
50s,Hydrochloric Acid,Blue Shirt,Black Dress Shoes,High Ponytail,Nose Piercing,Soldier,Late Night,Hostel (Normal Dorm),Crack Knuckles,Empty Cartridge
50s,Wrapped Blowfish Sashimi,Crop Vest Knit,White Platform Sneakers,Pink Permed Hair,Electronics Anklet,Guard,Around Midnight,Small Theater Onstage,Dog Barking,Black Powder
30s,Heavy Glass Ashtray,Undershirt,German Army Trainers,Long Curly Hair,Black Disposable Mask,Soldier,Deep Dawn,Greek Style Pension,Slip and Crash,Fly
30s,Board With Nails,Emerald Coach Jacket,Black Low Sneakers,Short Hair,Cross Charm Bracelet,Nurse,Night,Airbnb With Host,Neon Sign Noise,Nail Tips
40s,Water,Long Padded Coat,Suede Boat shoes,Short Curly Hair,Electronics Anklet,Hotel Receptionist,Deep Dawn,Airbnb With Host,Water Flowing Sound,Disposable Lighter
20s,Wrapped Knife,Grey Hiking Jacket,Chess Patteren loafer,Short Curly Hair,Millitary Backpack,Mart Cashier,Night,Old DVD room,Cars On Highway,Bullet
50s,Mechanical Pencil,Cotton Zip Hoodie,Ivowy Suede Moccasin,Mid-long Straight Hair,Thick Chain Nechlace,Hair Designer,Morning,Ecological Park,Neon Sign Noise,Black Hair
20s,Sniper Gun ULR338,Long Padded Coat,Black Converse,Short Hair,Gold Cross Necklace,Athletic Trainer,Night,Passenger Seat,Electric Fan Sound,Black Hair
40s,Wooden Baseball Bat,Brown Wool Coat,Knee High Wellies,Two Block Haircut,Millitary Backpack,Model,Early Morning,Night Mountain,Crack Knuckles,Crumpled Cigarette Package
40s,Police Nightstick,Logo Printed Windbreaker,White Running Shoes,Cherry Red Hair,Silver Stainless Ring,Cleaner,Late Night,Town Hall,Sand Stepping Barefoot,Disposable Lighter
50s,Charging Cable,Purple Short Cardigan,Blue Football Boots,Pomade Hair,Leg Prosthetics,Guard,Morning,Karaoke Underground,Cutting Something,Disposable Lighter
30s,Sealed Wine Bottle,Logo Printed Windbreaker,Ochre Leather Loper,Bob With Bangs,Black Disposable Mask,Athletic Trainer,Night,Single Corridor Apartment,People Having Conversation,Headlight
50s,Female Stocking,Grey Hiking Jacket,German Army Trainers,Mid-long Ponytail,Drop earrings,Banker,Early Morning,Subway Station Entrance,Spit On Ground,Excrements
20s,Submachine Gun AR-18,Long Field Jacket,Black Boots,Short Permed Hair,Engagement Ring,Mechanic,Late Night,Old Studio Apartment,Cutting Something,Maggot
20s,Wooden Handle Hatchet,Short Padded Coat,Black Long Boots,Pomade Hair,Silver Stainless Ring,Firefighter,Morning,Subway Station Entrance,People Having Conversation,Crumpled Cigarette Package
50s,Red Chainsaw,Vest With Slits,Black Low Sneakers,Brown Short Babyperm,Left Ear Pierced,Chef,Night,Hostel (Normal Dorm),Quite Conversation,Footprint 245mm Highheels
20s,Teracotta Pot,China Collar Shirt,Brown Flip Flop,Pixie Cut,Charm Earrings,Soldier,Late Night,Self Service Cafe,Joint twisted,Used Toilet Paper
30s,Wodden Handle Shovel,Emerald Coach Jacket,Brown Leather Loafer,Perm With Bangs,Cross Charm Bracelet,Sanitation Worker,Early Morning,Haunted House,Strong Wind,Glass Fragments
30s,Thick Rubber Wire,Printed Black Tshirt,White Basketball Shoes,Bob Hair,Lion Shaped Ring,Hotel Receptionist,Morning,Self Service Cafe,Cutting Something,Glass Fragments
40s,Wrapped Knife,White Shirt,Brown Leather Loafer,Mid-long Curly Hair,Black Disposable Mask,Nurse,Early Morning,Small Old Supermarket,Sound of Wave,Written In Blood
40s,Pottassium Chloride,Printed White Tshirt,Ivowy Suede Moccasin,Dandy Hairstyle,Lion Shaped Ring,Athlete,Night,Normal House,Twisting Jaw joint,Metal Fragments
50s,Stained Handsaw,Black Hiking Jacket,Red Football Boots,Cherry Red Hair,Leg Prosthetics,Hair Designer,Late Afternoon,Inside Camping Car,Propeller Sound,Chewed Gum
20s,Prosthetic Leg,Long Sleeve Tshirt,Ivory Converse,Mid-long Curly Hair,Gold Cross Necklace,Cleaner,Late Night,Hostel (Mixed Dorm),Toilet Flush Sound,Written In Blood
30s,Coca-cola Bottle,Blue Shirt,Chess Patteren loafer,Mid-long Curly Hair,Buddhist Bead Bracelet,Chef,Deep Dawn,Old Guest House,Chewing Gum,Black Hair
30s,Poisoned Medicine,Ivy League Hoodie,Blue Football Boots,Cherry Red Hair,Millitary Backpack,Professor,Morning,Old Guest House,Water Shaking,Light Brown Hair
20s,Black Belt,Grey Fleece Hoodie,Blue Football Boots,Mid-long Curly Hair,Millitary Backpack,Professor,Late Night,Female Outfit Outlet,Cutlery Falling down,Black Hair
60s,Pesticide,Short Padded Coat,Bare Foot,Brown Short Babyperm,Wide Leather Bracelet,Professor,Morning,Broken Street Lamp,Sound of Wave,Women`s Underwear
40s,Cordless Drill,Long Field Jacket,Thigh High Wellies,Brown Short Babyperm,Millitary Backpack,Firefighter,Morning,Old DVD room,Cars On Highway,Used Toilet Paper
40s,Gasoline With Zippo,Stripe Tshirt,Black Converse,Long Hair,Silver Stainless Ring,Lawyer,Late Night,Old Studio Apartment,Plastic Beating Sound,Nail Tips
40s,Submachine Gun AR-18,Grey Fleece Hoodie,Thigh High Wellies,Mid-long Curly Hair,Buddhist Bead Bracelet,Model,Night,Lonesome Bus Station,Finger Snap,Nail Tips
20s,Yellow Box Cutter,Long Field Jacket,Ivory Converse,Pomade Hair,Colorful Bracelets,Cleaner,Morning,Night Mountain,Cutlery Falling down,Black Powder
20s,Submachine Gun AR-18,Emerald Coach Jacket,Black Converse,Short Hair,Thick Chain Nechlace,Sanitation Worker,Late Night,Office,Chewing Gum,Nail Tips
20s,Studded Dirty Knuckle,Crop Vest Knit,Logo Printed Slider,Two Block Haircut,Black Backpack,Firefighter,Late Night,Messy Club,Cutlery Falling down,Nail Tips
50s,Bereta APX,Ivy League Hoodie,German Army Trainers,Short Permed Hair,Tennis Wristband,Director,Morning,Small Theater Onstage,Bearing Groaning,Different Soil
20s,Fire Axe,Purple Short Cardigan,Black Converse,Pixie Cut,Skull Shaped Ring,Sanitation Worker,Late Night,Semi Basement Apartment,Washing Machine Sound,Excrements
20s,Bottle of Propofol,Brown Wool Coat,White Running Shoes,Pixie Cut,Wide Leather Bracelet,Director,Morning,Old Snack Bar,Birds Singing,Body Hair
20s,Sport Towel,Duck Patch Hoodie,Black Low Sneakers,Bald Hair,Eyebrow Piercing,Soldier,Morning,Lonesome Bus Station,Electric Fan Sound,Disposable Lighter
50s,Crosshead Screwdriver,Black Tshirt,Strapped Leather Sandal,Short Hair,Buddhist Bead Bracelet,Sanitation Worker,Late Night,Motel in Downtown,Skid Sounds,Black Hair
30s,Pesticide,White Shirt,Brown Flip Flop,Pink Permed Hair,Charm Earrings,Doctor,Morning,Underground Grocery Store,Toilet Flush Sound,Maggot
20s,Sport Towel,Undershirt,Knee High Wellies,Bob With Bangs,Silver Stainless Ring,Mart Cashier,Late Afternoon,Blackout Parking Lot,Propeller Sound,Fingerprints
20s,Monkey Wrench,Long buttonless Cardigan,White Running Shoes,Short Permed Hair,Gold Cross Necklace,Janitor,Night,Small Theater Onstage,Spit On Ground,Scorch Mark
20s,Desert Eagle,Blue Shirt,Red Football Boots,Short Hair,Millitary Backpack,Mart Cashier,Night,Sashimi Restaurant,Computer Mouse Clicking,Different Soil
20s,Round Edged Stone,Black Hiking Jacket,Black Low Sneakers,Comma Hairstyle,Thick Chain Nechlace,Professor,Late Afternoon,Underground Grocery Store,Cutlery Falling down,Maggot
30s,Computer Monitor,Purple Short Cardigan,Chess Patteren loafer,Short Hair,Thick Chain Nechlace,Professor,Morning,Underground Grocery Store,Crack Knuckles,Footprint 245mm Highheels
20s,Vintage Straight Razor,Purple Short Cardigan,White Stained Boots,Dandy Hairstyle,Colorful Bracelets,Athletic Trainer,Deep Dawn,Motel in Downtown,Cat Meow,Crumpled Cigarette Package
30s,Aluminum Baseball Bat,Lace Blouse,Thigh High Wellies,Natural Two Block,Millitary Backpack,Athlete,Late Night,Inn Near Brothel,People Having Conversation,Scorch Mark
20s,Katana,Stripe Turtleneck Knit,Black Low Sneakers,Dandy Hairstyle,Engagement Ring,Chef,Late Night,Town Hall,Chewing Paper Cup,Scorch Mark
20s,Pesticide,Printed White Tshirt,Strapped Leather Sandal,Short Hair,Millitary Backpack,Banker,Late Night,Ecological Park,Hammering Sound,Weapon Without Fingerprint
50s,Wood Branch,Vest With Slits,Black Low Sneakers,Pomade Hair,Skull Shaped Ring,Firefighter,Late Night,University Hospital,Digging With Shovel,Weapon With Fingerprint
40s,Mechanical Pencil,Emerald Coach Jacket,White Running Shoes,Long Layered Hair,Lion Shaped Ring,Firefighter,Late Night,Closed Amusement Park,Sound of Chainsaw,Footprint 240mm Loper
60s,Red Chainsaw,Blue Shirt,Red Football Boots,Black Short Babyperm,Lion Shaped Ring,Janitor,Late Night,Semi Basement Apartment,Strong Wind,Paint Stain
70s,Glacial Acetic Acid,Blue Shirt,White Running Shoes,Long Hair,Lip Piercing,Nurse,Night,Blackout Parking Lot,Bearing Groaning,Arson Attempt
40s,Heroine,Old Leather Jacket,Black Converse,Natural Two Block,Black Backpack,Sanitation Worker,Early Morning,Big Old Arboretum,Reading Buddhist Text,Bullet
60s,Wooden Board,Long Padded Coat,Cherry Colored Boots,Perm With Bangs,Lip Piercing,Hair Designer,Late Night,Members Only Studyroom,Irregular Walking Sound,Maggot
20s,Muscaria Mushroom,Purple Short Cardigan,Black Leather Loafer,Short Hair,Eyebrow Piercing,Model,Deep Dawn,Officetel Management Office,Irregular Walking Sound,Fibrous Tissues
20s,Cordless Drill,Green Hiking Jacket,Strapped Leather Sandal,Two Block Haircut,Stud Earrings,Soldier,Early Morning,Female Outfit Outlet,Grill the Meat,Black Hair
20s,Computer Monitor,Duck Patch Hoodie,White Running Shoes,Natural Two Block,Buddhist Bead Bracelet,Mart Cashier,Late Afternoon,Famous Traditional Market,Slip and Crash,Fibrous Tissues
50s,Flathead Screwdriver,Old Denim Jacket,Cherry Colored Boots,Short Hair,Skull Shaped Ring,Mart Cashier,Deep Dawn,Motel in Downtown,Running Treadmill,Fly
30s,Green Utility Knife,Short Padded Coat,Black Leather Loafer,Dandy Hairstyle,Black Backpack,Hotel Receptionist,Morning,Karaoke Underground,Fan Sound,Bullet
70s,Wodden Handle Shovel,Vest With Slits,Black Dress Shoes,Long Bleached hair,Colorful Bracelets,Chef,Night,Sashimi Restaurant,Twisting Jaw joint,Used Toilet Paper
20s,BBQ Fork,Long buttonless Cardigan,Ivowy Suede Moccasin,Cherry Red Hair,Silver Stainless Ring,Sanitation Worker,Night,Haunted House,Neon Sign Noise,Nail Tips
30s,Wooden Handle Cleaver,Khaki Tshirt,White Running Shoes,Dandy Hairstyle,Colorful Bracelets,Engineer,Early Morning,Blackout Parking Lot,Skid Sounds,Scorch Mark
30s,Black Belt,Blue Shirt,Black Boots,High Ponytail,Black Backpack,Chef,Night,Lonesome Bus Station,Sound of Wave,Black Wig Hair
40s,Pottassium Chloride,Long buttonless Cardigan,Bare Foot,High Ponytail,Wide Leather Bracelet,Soldier,Late Night,Middle School,Keyboard Sound,Used Toilet Paper
60s,Studded Dirty Knuckle,Yellow Short Cardigan,Strapped Leather Sandal,Pink Permed Hair,Lion Shaped Ring,Cleaner,Late Afternoon,Messy Dumpster Alley,TV Sports Commentaries,Irregular Footprints
40s,Wrapped Blowfish Sashimi,Duck Patch Hoodie,Bare Foot,Mid-long Curly Hair,Wide Leather Bracelet,Chef,Morning,Old Snack Bar,Sand Stepping Barefoot,Lipstick Without Fingerprint
40s,Duct Tape,Jersey Zip Hoodie,Ochre Leather Loper,Long Curly Hair,Engagement Ring,Guard,Late Afternoon,Members Only Studyroom,Skid Sounds,Puppa Maggot
20s,Sniper Gun ULR338,Printed White Tshirt,Brown Leather Loafer,Long Permed Hair,Black Backpack,Cleaner,Late Night,Famous Traditional Market,Quite Conversation,Written In Blood
30s,Venomous Snake Cage,Printed White Tshirt,Chess Patteren loafer,Two Block Haircut,Lip Piercing,Hair Designer,Late Night,Dormitory High School,Cars On Highway,Lipstick Stained Cigarette
40s,Surgical Blade,Blue Shirt,Black Converse,Bob With Bangs,Engagement Ring,Cleaner,Late Night,Old DVD room,Twisting Jaw joint,Excrements
30s,Red Chainsaw,Crop Vest Knit,Black Converse,Long Layered Hair,Leg Prosthetics,Soldier,Early Morning,Convinience Store Table,Finger Snap,Arson Attempt
20s,Wodden Handle Shovel,Vest With Slits,Thigh High Wellies,Dandy Hairstyle,Millitary Backpack,Actor,Late Night,Greek Style Pension,Grill the Meat,Feather
40s,Flathead Screwdriver,Long Sleeve Tshirt,Black Leather Loafer,Bob Hair,Buddhist Bead Bracelet,Director,Morning,SUV Back Seats,Cars On Highway,Glass Fragments
20s,Red Brick,Grey Hiking Jacket,Black Low Sneakers,Short Permed Hair,Chocker Necklace,Mart Cashier,Morning,Sashimi Restaurant,Twisting Jaw joint,Written In Blood
60s,Red Brick,Long buttonless Cardigan,Ivory Converse,Long Hair,Tennis Wristband,Hotel Receptionist,Morning,Big Square Onstage,Backpack Stuff Shaking,Light Brown Hair
40s,Pry Bar,Grey Hiking Jacket,White Basketball Shoes,Pomade Hair,Wide Leather Bracelet,Soldier,Late Afternoon,Broken Street Lamp,Cars On Highway,Maggot
60s,Packing Strap,Jersey Zip Hoodie,Strapped Leather Sandal,Perm With Bangs,Leg Prosthetics,Guard,Early Morning,Haunted House,Twisting Jaw joint,Erased Blood Stain
50s,Wooden Baseball Bat,Ivy League Hoodie,German Army Trainers,Bob Hair,Tennis Wristband,Librarian,Late Night,Subway Station Entrance,People Having Conversation,Scorch Mark
20s,Bereta APX,White Shirt,Red Converse,Two Block Haircut,Black Disposable Mask,Guard,Morning,Dumpster,Cat Meow,Black Vinyl Bag
30s,Expandable Nightstick,Long Field Jacket,Suede Boat shoes,Natural Two Block,Black Disposable Mask,Mart Cashier,Morning,Inn Near Brothel,Sound of Chainsaw,Bloodstained Everywhere
20s,Red Chainsaw,Blue Shirt,White Basketball Shoes,Comma Hairstyle,Engagement Ring,Model,Late Night,Private English Academy,Water Flowing Sound,Black Wig Hair
20s,Iron Coping Saw,Cotton Zip Hoodie,Bare Foot,Long Blonde hair,Leg Prosthetics,Athletic Trainer,Late Night,Office,Reading Buddhist Text,Scorch Mark
30s,Quick Pipe Wrench,Old Denim Jacket,Red Converse,Black Short Babyperm,Wide Leather Bracelet,Engineer,Late Night,Greek Style Pension,Birds Singing,Arson Attempt
60s,Monkey Wrench,Crop Vest Knit,Wellies,Two Block Haircut,Thick Chain Nechlace,Model,Deep Dawn,Inside Taxi,Digging With Shovel,Written In Blood
50s,Gasoline With Zippo,Grey Hiking Jacket,Strapped Leather Sandal,Pixie Cut,Skull Shaped Ring,Guard,Morning,Messy Club,Skid Sounds,Empty Cartridge
20s,Climbing Rope,Grey Fleece Hoodie,Ochre Leather Loper,Perm With Bangs,Buddhist Bead Bracelet,Mart Cashier,Early Morning,PC cafe,Sound of Chainsaw,Chewed Gum
50s,Yellow Box Cutter,Logo Printed Windbreaker,Black Long Boots,Natural Two Block,Black Backpack,Model,Deep Dawn,Deep Forest,Quite Conversation,Nail Tips
40s,Gasoline With Zippo,Old Denim Jacket,Black Long Boots,High Ponytail,Lion Shaped Ring,Hotel Receptionist,Late Night,Haunted House,Dog Barking,Light Brown Hair
40s,Irregular Shaped Rock,Grey Hiking Jacket,German Army Trainers,Mid-long Straight Hair,Cross Charm Bracelet,Athletic Trainer,Morning,Old DVD room,Twisting Jaw joint,Skid Mark
30s,Pesticide,Black Hiking Jacket,Black Boots,Pink Permed Hair,Lion Shaped Ring,Photographer,Night,Lonesome Bus Station,Water Flowing Sound,Nail Tips
30s,Wrapped Blowfish Sashimi,Old Denim Jacket,Knee High Wellies,Low Ponytail,Black Disposable Mask,Model,Morning,Old Studio Apartment,Grill the Meat,Crumpled Cigarette Package
30s,Hydrochloric Acid,Long buttonless Cardigan,Ivory Converse,Mid-long Curly Hair,Colorful Bracelets,Carpenter,Late Afternoon,Town Hall,Finger Snap,Irregular Footprints
30s,Potassium Cyanide,Long buttonless Cardigan,White Running Shoes,Mid-long Ponytail,Electronics Anklet,Cleaner,Early Morning,Shared Office Toilet,Propeller Sound,Fingerprints
20s,Bereta APX,Charcoal Hoodie,Knee High Wellies,Two Block Haircut,Chocker Necklace,Mechanic,Night,Room Cafe,Cutting Something,Black Wig Hair
30s,Red Chainsaw,Jersey Zip Hoodie,Red Football Boots,Short Hair,Hand Prothetics,Police Officer,Morning,Rooftop Cafe,Skid Sounds,Different Soil
20s,Desert Eagle,Long Sleeve Tshirt,Ivowy Suede Moccasin,Black Short Babyperm,Black Disposable Mask,Engineer,Late Night,Night Mountain,Remote Air Conditioner,Disposable Lighter
40s,Wooden Baseball Bat,Purple Short Cardigan,Red Converse,Long Curly Hair,Lip Piercing,Hair Designer,Late Afternoon,Closed Amusement Park,TV Sports Commentaries,Black Vinyl Bag
20s,Potassium Cyanide,Purple Short Cardigan,Black Leather Loafer,Natural Two Block,Drop earrings,Director,Late Night,Closed Amusement Park,TV Sports Commentaries,Fingerprints
30s,Blue Plastic Nipper,Bulletproof Vest,Bare Foot,Pink Permed Hair,Millitary Backpack,Guard,Late Night,House With Yard,Washing Machine Sound,Women`s Underwear
70s,Vintage Straight Razor,Logo Printed Sweatshirt,Ivowy Suede Moccasin,Long Black Hair,Engagement Ring,Model,Night,University Hospital,Sand Stepping Barefoot,Crumpled Cigarette Package
30s,Rusty Hammer,Purple Short Cardigan,White Stained Boots,Pomade Hair,Wide Leather Bracelet,Mart Cashier,Late Night,PC cafe,Spit On Ground,Light Brown Hair
40s,Wooden Baseball Bat,Jersey Zip Hoodie,Strapped Leather Sandal,Two Block Haircut,Black Backpack,Guard,Deep Dawn,Ecological Park,Bearing Groaning,Excrements
20s,Bereta APX,Lace Blouse,Black Boots,Short Hair,Lip Piercing,Sanitation Worker,Night,Room Cafe,Irregular Walking Sound,Used Toilet Paper
30s,Red Brick,Cotton Zip Hoodie,White Running Shoes,Long Hair,Lion Shaped Ring,Soldier,Morning,Small Theater Onstage,Crack Knuckles,Cigarette Butts
60s,Black Belt,Vest With Slits,Strapped Leather Sandal,Two Block Haircut,Wide Leather Bracelet,Banker,Late Night,SUV Back Seats,Chalkboard Scraping,Black Vinyl Bag
20s,Jute Twine,Ivy League Hoodie,Black Low Sneakers,Short Curly Hair,Engagement Ring,Janitor,Night,Town Hall,Twisting Jaw joint,Excrements
20s,Jute Twine,Emerald Coach Jacket,Brown Leather Loafer,Short Hair,Gold Cross Necklace,Nurse,Night,Old Snack Bar,Skid Sounds,Black Vinyl Bag
20s,Venomous Snake Cage,Black Tshirt,Blue Colored Boots,Bob With Bangs,Colorful Bracelets,Engineer,Late Afternoon,Inn Near Brothel,Neon Sign Noise,Women`s Underwear
20s,Muscaria Mushroom,Long Sleeve Tshirt,Blue Colored Boots,Long Hair,Lip Piercing,Director,Early Morning,Old Snack Bar,TV Sports Commentaries,Black Wig Hair
70s,Wodden Handle Shovel,Cotton Zip Hoodie,Bare Foot,Dandy Hairstyle,Engagement Ring,Mart Cashier,Deep Dawn,House With Yard,Bearing Groaning,Scorch Mark
60s,Cordless Drill,Grey Knit Shirt,Chess Patteren loafer,Mid-long Curly Hair,Buddhist Bead Bracelet,Doctor,Late Night,Subway Station Entrance,Finger Snap,Fly
20s,Iron Coping Saw,Undershirt,White Stained Boots,Natural Two Block,Wide Leather Bracelet,Soldier,Late Night,Old Studio Apartment,Phone Alarm Ringing,Chewed Gum
30s,Irregular Shaped Rock,Logo Printed Windbreaker,Black Long Boots,Long Hippie Perm,Electronics Anklet,Chef,Morning,Dumpster,Finger Snap,Scorch Mark
30s,Coca-cola Bottle,Cotton Zip Hoodie,Black Converse,Black Short Babyperm,Gold Cross Necklace,Sanitation Worker,Late Night,Old Snack Bar,Hammering Sound,Black Wig Hair
20s,Guillotine Paper Cutter,Jersey Zip Hoodie,Ivory Converse,Short Permed Hair,Silver Stainless Ring,Athlete,Morning,SUV Back Seats,Reading Buddhist Text,Maggot
20s,Red Brick,Grey Hiking Jacket,Chess Patteren loafer,Pink Permed Hair,Thick Chain Nechlace,Model,Morning,Small Old Supermarket,Digging With Shovel,Chewed Gum
50s,Wire Saw,Printed White Tshirt,Black Converse,Short Curly Hair,Eyebrow Piercing,Director,Late Night,Old DVD room,Keyboard Sound,Skid Mark
30s,Jute Twine,Ivy League Hoodie,Red Converse,Dandy Hairstyle,Millitary Backpack,Mart Cashier,Night,Closed Factory,Irregular Walking Sound,Nail Tips
20s,Duct Tape,Jersey Zip Hoodie,White Running Shoes,Pomade Hair,Thick Chain Nechlace,Soldier,Night,Private English Academy,TV Sports Commentaries,Black Button
50s,Black Handled Scissors,Yellow Short Cardigan,Thigh High Wellies,Bob With Bangs,Cross Charm Bracelet,Guard,Deep Dawn,Big Old Arboretum,Grill the Meat,Cigarette Butts
20s,Machine Gun K15,Pilot Bomber Jacket,German Army Trainers,Bald Hair,Buddhist Bead Bracelet,Doctor,Late Night,Studio Airbnb,Chewing Paper Cup,Fingerprints
70s,Shinai,Grey Fleece Hoodie,White Basketball Shoes,Long Curly Hair,Electronics Anklet,Hotel Receptionist,Night,Blackout Parking Lot,Cars On Highway,Excrements
30s,Heavy Glass Ashtray,Crop Vest Knit,Blue Football Boots,Long Curly Hair,Charm Earrings,Mart Cashier,Late Night,University Hospital,Spit On Ground,Women`s Underwear
20s,Water,Lace Blouse,White Platform Sneakers,Brown Short Babyperm,Millitary Backpack,Firefighter,Night,Officetel Management Office,Spit On Ground,Fingerprints
40s,Beer Bottle,Long Field Jacket,Brown Leather Loafer,Pink Permed Hair,Wide Leather Bracelet,Model,Around Midnight,Messy Goshiwon,Gas Range On,Used Toilet Paper
30s,Transparent Vodka Bottle,Jersey Zip Hoodie,Brown Flip Flop,Long Layered Hair,Electronics Anklet,Model,Deep Dawn,Town Hall,Throw Up Blood,Lipstick Stained Cigarette
40s,Charging Cable,Long Field Jacket,Ivowy Suede Moccasin,High Ponytail,Thick Chain Nechlace,Nurse,Late Night,Motel in Backstreet,Hammering Sound,Black Hair
30s,Rusty Shotgun,Pilot Bomber Jacket,Cherry Colored Boots,Long Brown hair,Wide Leather Bracelet,Director,Night,Room Cafe,Cat Meow,Black Hair
50s,Machine Gun K15,Grey Knit Shirt,White Running Shoes,Pink Permed Hair,Gold Cross Necklace,Engineer,Morning,Ecological Park,Sand Stepping Barefoot,Scorch Mark
50s,Green Paring Knife,Grey Hiking Jacket,Red Football Boots,Long Hair,Millitary Backpack,Guard,Night,Deep Forest,Crack Knuckles,Headlight
20s,Pesticide,Luxury Brown Shearing,White Platform Sneakers,Comma Hairstyle,Skull Shaped Ring,Nurse,Late Night,Shared Office Toilet,Water Flowing Sound,Crumpled Cigarette Package
70s,Wrapped Blowfish Sashimi,Grey Fleece Hoodie,White Platform Sneakers,Mid-long Ponytail,Wide Leather Bracelet,Chef,Late Night,Lonesome Bus Station,People Having Conversation,Crumpled Cigarette Package
40s,Irregular Shaped Rock,Jersey Zip Hoodie,White Platform Sneakers,Short Permed Hair,Colorful Bracelets,Mart Cashier,Deep Dawn,Middle School,Gas Range On,Crumpled Cigarette Package
70s,Wood Branch,Luxury Brown Shearing,Ochre Leather Loper,Brown Short Babyperm,Skull Shaped Ring,Athletic Trainer,Late Afternoon,Ecological Park,Toilet Flush Sound,Women`s Underwear
20s,Wrapped Blowfish Sashimi,Ivy League Hoodie,Brown Leather Loafer,Short Hair,Electronics Anklet,Athlete,Deep Dawn,Passenger Seat,TV Sports Commentaries,Fly
30s,Flathead Screwdriver,Printed White Tshirt,White Platform Sneakers,Black Short Babyperm,Silver Stainless Ring,Sanitation Worker,Early Morning,Inn Near Brothel,Fan Sound,Fingerprints
20s,Venomous Snake Cage,Grey Hiking Jacket,Black Converse,Pomade Hair,Black Disposable Mask,Guard,Late Night,Officetel Staircase,Pipe Hitting Wall,Chewed Gum
40s,Sealed Wine Bottle,Ivy League Hoodie,Thigh High Wellies,Pomade Hair,Drop earrings,Model,Late Afternoon,Deep Forest,Propeller Sound,Black Hair
60s,Charging Cable,Long Field Jacket,White Stained Boots,Natural Two Block,Stud Earrings,Sanitation Worker,Late Afternoon,Greek Style Pension,Sound of Wave,Chewed Gum
20s,Walther PPK .32ACP,Long Field Jacket,White Basketball Shoes,Mid-long Straight Hair,Skull Shaped Ring,Chef,Late Night,Deep Forest,Slip and Crash,Women`s Underwear
20s,Pesticide,China Collar Shirt,Black Boots,Natural Two Block,Chocker Necklace,Professor,Deep Dawn,5 Star hotel,Running Treadmill,Empty Cartridge
40s,Quick Pipe Wrench,Yellow Short Cardigan,Blue Football Boots,Long Curly Hair,Black Backpack,Athletic Trainer,Night,Self Service Cafe,Cutting Something,Chewed Gum
20s,"Walther PPK ",Long Sleeve Tshirt,Brown Leather Loafer,Dandy Hairstyle,Black Backpack,Mart Cashier,Late Night,Shared Office Toilet,Bearing Groaning,Fibrous Tissues
50s,Wrapped Knife,Yellow Short Cardigan,Suede Boat shoes,Long Hair,Leg Prosthetics,Hotel Receptionist,Early Morning,Messy Dumpster Alley,Cutlery Falling down,Scorch Mark
20s,Cordless Drill,Undershirt,Brown Leather Loafer,Mid-long Ponytail,Skull Shaped Ring,Nurse,Morning,Dormitory High School,Neon Sign Noise,Light Brown Hair
50s,Aluminum Baseball Bat,Grey Fleece Hoodie,Ivowy Suede Moccasin,Pink Permed Hair,Lion Shaped Ring,Soldier,Night,Messy Club,Toilet Flush Sound,Maggot
30s,Desert Eagle,Grey Hiking Jacket,Blue Football Boots,High Ponytail,Millitary Backpack,Nurse,Morning,Old DVD room,Cutlery Falling down,Fingerprints
20s,Irregular Shaped Rock,Undershirt,Brown Leather Loafer,Pink Permed Hair,Colorful Bracelets,Model,Morning,Hostel (Mixed Dorm),Draw On Asphalt,Chewed Gum
40s,Desert Eagle,Lace Blouse,Ivowy Suede Moccasin,Short Curly Hair,Electronics Anklet,Hotel Receptionist,Deep Dawn,Single Corridor Apartment,People Having Conversation,Excrements
30s,Red Brick,Ivy League Hoodie,Chess Patteren loafer,Pomade Hair,Engagement Ring,Mart Cashier,Late Night,SUV Back Seats,Hammering Sound,Metal Fragments
60s,Guillotine Paper Cutter,Purple Short Cardigan,Black Leather Loafer,Two Block Haircut,Chocker Necklace,Firefighter,Night,Messy Goshiwon,Water Shaking,Written In Blood
20s,Porcelain Pot,White Shirt,Chess Patteren loafer,Short Permed Hair,Millitary Backpack,Mechanic,Late Night,Famous Traditional Market,Twisting Jaw joint,Glass Fragments
30s,Beer Bottle,Blue Shirt,Strapped Leather Sandal,Black Short Babyperm,Lion Shaped Ring,Librarian,Night,Officetel Underground Parkinglot,Propeller Sound,Footprint 270mm Sneakers
40s,Wooden Cane,Short Padded Coat,Red Converse,Long Hair,Electronics Anklet,Doctor,Deep Dawn,Room Cafe,Digging With Shovel,Chewed Gum
30s,Sulfuric Acid,Grey Knit Shirt,Black Low Sneakers,Mid-long Ponytail,Lion Shaped Ring,Cleaner,Late Night,Old DVD room,Reading Buddhist Text,Black Vinyl Bag
50s,Tetrodotoxin Powder,Charcoal Hoodie,Black Converse,Pixie Cut,Electronics Anklet,Soldier,Night,Shared Office Toilet,Phone Alarm Ringing,Weapon With Fingerprint
